State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",1,Upper Cache River Watershed Monitoring,$0 ,$0 ,"$631,469 ",$0 ,"$631,469 ",$0 ,$0 ,$0 ,"$486,653 ",$0 ,"$1,118,122 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",2,Water Quality Monitoring in the Upper Poteau River Watershed,$0 ,$0 ,"$415,415 ",$0 ,"$415,415 ",$0 ,$0 ,$0 ,"$311,931 ",$0 ,"$727,346 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",3,Water Quality Monitoring for the Bayou Bartholomew Watershed,$0 ,$0 ,"$497,786 ",$0 ,"$497,786 ",$0 ,$0 ,$0 ,"$379,030 ",$0 ,"$876,816 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",4,Lake Conway-Point Remove Watershed Monitoring and Alliance (LCPRWA),$0 ,$0 ,"$74,496 ",$0 ,"$74,496 ",$0 ,$0 ,$0 ,"$44,278 ",$0 ,"$118,774 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",5,Ecological Evaluation of Priority Subwatersheds in the Illinois River Watershed,$0 ,$0 ,"$46,530 ",$0 ,"$46,530 ",$0 ,$0 ,$0 ,"$35,200 ",$0 ,"$81,730 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",6,Lower St. Francis River Watershed Cost-Share Project ,$0 ,$0 ,"$75,000 ",$0 ,"$75,000 ",$0 ,$0 ,$0 ,"$100,000 ",$0 ,"$175,000 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",7,Poteau River Sub Watershed Project,$0 ,$0 ,"$131,667 ",$0 ,"$131,667 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$131,667 ","$124,558 "
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",8,West Fork Stream Restoration at Brentwood Mountain,$0 ,$0 ,"$355,256 ",$0 ,"$355,256 ",$0 ,$0 ,$0 ,"$268,000 ",$0 ,"$623,256 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",9,Implementing Green Infrastructure Elements for Enhanced Water Quality in the Beaver Lake Watershed,$0 ,$0 ,"$499,783 ",$0 ,"$499,783 ",$0 ,$0 ,$0 ,"$377,029 ",$0 ,"$876,812 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",10,Supplemental Cost Share Project,$0 ,$0 ,"$414,598 ",$0 ,"$414,598 ",$0 ,$0 ,$0 ,"$289,732 ",$0 ,"$704,330 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",11,White River Watershed Monitoring,$0 ,$0 ,"$380,126 ",$0 ,"$380,126 ",$0 ,$0 ,$0 ,"$286,437 ",$0 ,"$666,563 ",$0 
AR,2017,99610325,ARKANSAS NATURAL RESOURCES COMMISSION,"$3,162,000 ",12,Arkansas Unpaved Roads Program Support,$0 ,$0 ,"$54,400 ",$0 ,"$54,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$54,400 ","$54,400 "
AZ,2017,98961318,AZ DEPT OF ENV QUALITY,"$1,320,500 ",1,San Pedro Watershed - Sonora Mexico ,$0 ,$0 ,"$300,000 ",$0 ,"$300,000 ",$0 ,$0 ,$0 ,"$224,000 ",$0 ,"$524,000 ",$0 
AZ,2017,98961318,AZ DEPT OF ENV QUALITY,"$1,320,500 ",2,KOUI- 3R Mine Remediation ,$0 ,$0 ,"$142,662 ",$0 ,"$142,662 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$142,662 ",$0 
AZ,2017,98961318,AZ DEPT OF ENV QUALITY,"$1,320,500 ",5,NFF Social Trail Rehabilation at Pullouts,$0 ,$0 ,"$80,000 ",$0 ,"$80,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$80,000 ",$0 
