State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,1,Cook Inlet Stream Temperature Monitoring Network,"$70,558 ",$0 ,"$70,558 ",$0 ,"$141,116 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$141,116 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,2,Little Susitna Hydrocarbon Evaluation,"$75,428 ",$0 ,"$75,428 ",$0 ,"$150,856 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$150,856 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,3,Stormwater Collection-Sediment Separators,"$30,000 ",$0 ,"$30,000 ",$0 ,"$60,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$60,000 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,4,Granite Creek Recovery and TMDL Implementation,"$21,050 ",$0 ,"$21,050 ",$0 ,"$42,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$42,100 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,7,Surface Water Monitoring of Goldstream Creek for the Development of TMDLs,"$33,000 ",$0 ,"$33,000 ",$0 ,"$66,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$66,000 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,8,Kenai River Watershed Water Quality Monitoring ,"$20,000 ",$0 ,"$20,000 ",$0 ,"$40,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,000 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,9,Turbidity Monitoring on the Lower Kenai,"$34,826 ",$0 ,"$34,826 ",$0 ,"$69,652 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$69,652 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,10,Cottonwood Creek Outreach,"$5,000 ",$0 ,"$5,000 ",$0 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,11,Mat-Su Stormwater Assessment,"$40,000 ",$0 ,"$40,000 ",$0 ,"$80,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$80,000 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,12,"Fecal Colifrom Bacteria Source Assessment in the waters of Cottonwood Creek, Wasilla and Little Campbell Creek, Anchorage","$30,326 ",$0 ,"$30,326 ",$0 ,"$60,652 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$60,652 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,13,Alaska Clean Harbors Outreach and Tidal Grid Evaluation,"$14,936 ",$0 ,"$14,936 ",$0 ,"$29,872 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$29,872 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,14,Little Susitna River Data Analysis and Presentation ,"$8,000 ",$0 ,"$8,000 ",$0 ,"$16,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$16,000 ",$0 
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,$0 ,15,"Lower Ship Creek: QAPP Development, Sampling Plan, and Water Quality Monitoring as related to Petroleum Hydrocarbon Pollution","$21,858 ",$0 ,"$21,858 ",$0 ,"$43,716 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$43,716 ",$0 
AL,2010,96464611,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management of the Alabama FY11 Clean Water Act Section 319 Nonpoint  ,"$711,877 ",$0 ,"$711,877 ",$0 ,"$1,423,754 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,423,754 ",$0 
AL,2010,96464611,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,"Rotational River Basin Approach: Surface WQ Assessment of Escatawpa, Mobile Bay, and Tombigbee River Basins ","$336,574 ",$0 ,"$336,574 ",$0 ,"$673,148 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$673,148 ",$0 
