State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,34, Cottonwood Creek Temperature & Fecal Coliform Bacteria Evaluation,"$26,658 ",$0 ,"$26,658 ",$0 ,"$53,316 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$53,316 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,35,Water Quality Evaluation of the Lower Little Susitna River,"$55,815 ",$0 ,"$55,815 ",$0 ,"$111,630 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$111,630 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,36,Hydrocarbon Monitoring of the Kenai River Watershed,"$28,488 ",$0 ,"$28,488 ",$0 ,"$56,976 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$56,976 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,37,Action Steps Toward Greater Protection of Lower Kenai Peninsula Streams,"$51,800 ",$0 ,"$51,800 ",$0 ,"$103,600 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$103,600 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,38,Fecal Coliform and Water Quality Assessment of Lower Nushagak River,"$25,575 ",$0 ,"$25,575 ",$0 ,"$51,150 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$51,150 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,39,Gulkana River Water Quality & Habitat Assessment and Eyak Lake Stormwater Actions,"$61,538 ",$0 ,"$61,538 ",$0 ,"$123,076 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$123,076 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,40,Jordan Creek Monitoring & Watershed Recovery Strategy,"$78,582 ",$0 ,"$78,582 ",$0 ,"$157,164 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$157,164 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,41,Vanderbilt Creek Monitoring and Sediment Reduction Plan,"$28,232 ",$0 ,"$28,232 ",$0 ,"$56,464 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$56,464 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,42,Stormwater Mapping Partnership for the City of Kenai,"$52,293 ",$0 ,"$52,293 ",$0 ,"$104,586 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$104,586 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,43,Granite Creek Recovery & TMDL Implementation,"$22,250 ",$0 ,"$22,250 ",$0 ,"$44,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$44,500 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,45,Little Rabbit Creek & Little Survival Creek Assessment,"$53,460 ",$0 ,"$53,460 ",$0 ,"$106,920 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$106,920 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,53,Phase II Fall 2007-May 2008 Mat-Su Forest Resources and Practices Act Effectiveness Monitoring in the Willer-Kash Harvest Area,"$26,000 ",$0 ,"$26,000 ",$0 ,"$52,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$52,000 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,56,Lower Kenai River Boat Counts,"$14,890 ",$0 ,"$14,890 ",$0 ,"$29,780 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$29,780 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,57,Collection of Turbidity Water Quality Data in the Lower Kenai,"$44,903 ",$0 ,"$44,903 ",$0 ,"$89,806 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$89,806 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,59,Lower Kenai - Petroleum Hydrocarbon Estimate - Additional Scenario,"$3,905 ",$0 ,"$3,905 ",$0 ,"$7,810 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$7,810 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,60,Kenai River Hydrocarbon Assessment,"$67,331 ",$0 ,"$67,331 ",$0 ,"$134,662 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$134,662 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,62,FY08 Dutch Harbor and Iliuliuk Bay/Harbor Water Quality Assessment Phase II,"$107,896 ",$0 ,"$107,896 ",$0 ,"$215,792 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$215,792 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,65,Residue Guidance,"$29,975 ",$0 ,"$29,975 ",$0 ,"$59,950 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$59,950 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,68,Pederson Hill Jordan Creek TMDL Analytical,"$2,580 ",$0 ,"$2,580 ",$0 ,"$5,160 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$5,160 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,69,Chena River TMDL,"$8,399 ",$0 ,"$8,399 ",$0 ,"$16,798 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$16,798 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,71,NPS' Blanket NTP/Laboratory Analysis,"$17,500 ",$0 ,"$17,500 ",$0 ,"$35,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$35,000 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,75,"SGS - WQS, Assessment & Restoration Programs' Blanket NTP/Laboratory Analysis","$7,500 ",$0 ,"$7,500 ",$0 ,"$15,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$15,000 ",$0 
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,$0 ,78,Haggitt Consulting,"$209,202 ",$0 ,"$209,202 ",$0 ,"$418,404 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$418,404 ",$0 
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management of the Alabama FY07 Clean Water Act Section 319 Nonpoint Source Grant,"$827,698 ",$0 ,"$827,698 ",$0 ,"$1,655,396 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,655,396 ",$0 
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,Rotational River Basin Approach: Surface Water Quality Assessment of the Black Warrior and Cahaba River Basins ,"$365,465 ",$0 ,"$365,465 ",$0 ,"$730,930 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$730,930 ",$0 
