State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,1,Improving Water Quality in Anchorage's Waterbodies,$0 ,$0 ,"$50,000 ",$0 ,"$50,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$50,000 ","$33,602 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,2,Clean Boating in the Susitna Valley and Cook Inlet,$0 ,$0 ,"$37,612 ",$0 ,"$37,612 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$37,612 ","$27,277 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,3,Monitoring Stormwater Discharges in Cordova,$0 ,$0 ,"$15,900 ",$0 ,"$15,900 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$15,900 ","$12,720 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,4,Jordan Creek Rain Garden and Snow Barrier Fence,$0 ,$0 ,"$29,300 ",$0 ,"$29,300 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$29,300 ","$31,158 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,5,Fairbanks Complete Streets Construction,$0 ,$0 ,"$19,525 ",$0 ,"$19,525 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$19,525 ","$14,500 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,6,Project Green Map,$0 ,$0 ,"$5,256 ",$0 ,"$5,256 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$5,256 ","$3,600 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,7,Sawmill Creek Low Impact Development Demonstration,$0 ,$0 ,"$18,432 ",$0 ,"$18,432 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$18,432 ","$25,356 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,8,State NPS Staff Time,$0 ,$0 ,"$449,820 ",$0 ,"$449,820 ",$0 ,$0 ,"$229,880 ",$0 ,$0 ,"$679,700 ",$0 
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,9,Clean Boating on the Salcha,$0 ,$0 ,"$6,747 ",$0 ,"$6,747 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$6,747 ","$4,547 "
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,10,Stormwater Analysis on Cottonwood Creek,$0 ,$0 ,"$15,000 ",$0 ,"$15,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$15,000 ","$10,000 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",1,Administration and Management of Alabama’s FY2016 Clean Water Act Section 319 Nonpoint Source Program Funds,$0 ,$0 ,"$786,252 ",$0 ,"$786,252 ",$0 ,$0 ,"$524,168 ",$0 ,$0 ,"$1,310,420 ",$0 
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",2,Statewide Surface Water Quality Monitoring of Priority Wadeable Streams and Rivers,$0 ,$0 ,"$357,579 ",$0 ,"$357,579 ",$0 ,$0 ,"$238,386 ",$0 ,$0 ,"$595,965 ",$0 
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",3,"Surface Water Quality Assessment of Rivers, Reservoirs and Tributary Embayments on a Statewide Rotation",$0 ,$0 ,"$181,419 ",$0 ,"$181,419 ",$0 ,$0 ,"$120,946 ",$0 ,$0 ,"$302,365 ",$0 
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",4,Alabama Coastal Nonpoint Pollution Control Program (Phase III: Coastal Alabama Onsite Septage Inspection Project),$0 ,$0 ,"$100,000 ",$0 ,"$100,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$100,000 ","$97,440 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",5,The Alabama Clean Water Partnership: A Holistic Management Approach to Protecting and Restoring Watershed Health and Improving Water Quality,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",6,D’Olive Creek Sub-Watershed Management Project at Stream Segments DAF-1 and DAF-1A,$0 ,$0 ,"$197,956 ",$0 ,"$197,956 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$197,956 ","$131,971 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",7,Moores Creek Watershed Management Project - Phase 2,$0 ,$0 ,"$295,953 ",$0 ,"$295,953 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$295,953 ","$177,780 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",8,Upper and Lower Flint River Watersheds Management Plan Implementation Project,$0 ,$0 ,"$143,543 ",$0 ,"$143,543 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$143,543 ","$97,050 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",9,Shoal and Swan Creek Watershed Restoration Project,$0 ,$0 ,"$125,940 ",$0 ,"$125,940 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$125,940 ","$84,405 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",10,West Flint Creek Watershed Restoration Project – Phase 3,$0 ,$0 ,"$269,693 ",$0 ,"$269,693 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$269,693 ","$223,242 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",11,Bioinfiltration Swale Implementation on USA Campus Meisler Commons in the Upper Three Mile Creek Watershed,$0 ,$0 ,"$33,774 ",$0 ,"$33,774 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$33,774 ","$22,973 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",12,"Implementation of the Watershed Management Plan for D’Olive Creek, Tiawasee Creek, and Joe’s Branch Watershed  – Modification to the transition between step pool stormwater conveyance and restored tributary JB",$0 ,$0 ,"$77,050 ",$0 ,"$77,050 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$77,050 ","$53,670 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",13,Swan and French Mill Creek Watershed Restoration Project,$0 ,$0 ,"$36,457 ",$0 ,"$36,457 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$36,457 ","$30,975 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",14,Statewide Implementation of Watershed Steward Program - Phase 2,$0 ,$0 ,"$99,750 ",$0 ,"$99,750 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$99,750 ","$68,433 "
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,050,000 ",15,Tiawasee Creek Watershed Management Project,$0 ,$0 ,"$344,634 ",$0 ,"$344,634 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$344,634 ","$229,756 "
AR,2015,99610323,ARKANSAS NATURAL RESOURCES COMMISSION,$0 ,1,Water Quality Monitoring for the L’Anguille Watershed (Hydrologic Unit Code 08020205),$0 ,$0 ,"$525,744 ",$0 ,"$525,744 ",$0 ,$0 ,$0 ,"$399,686 ",$0 ,"$925,430 ",$0 
AR,2015,99610323,ARKANSAS NATURAL RESOURCES COMMISSION,$0 ,2,Water Quality Monitoring for the Lake Conway Point Remove Watershed (Hydrologic Unit Code 11110203),$0 ,$0 ,"$530,144 ",$0 ,"$530,144 ",$0 ,$0 ,$0 ,"$407,488 ",$0 ,"$937,632 ",$0 
