State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,1,NPS COORDINATOR,"$66,736 ",$0 ,"$66,736 ",$0 ,"$133,472 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$133,472 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,2,COASTAL WATERSHEDS NPS COORDINATOR,"$88,359 ",$0 ,"$88,359 ",$0 ,"$176,718 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$176,718 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,3,ALASKA HOME A SYST,"$58,854 ",$0 ,"$58,854 ",$0 ,"$117,708 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$117,708 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,4,NORTHERN WATERSHED COORDINATOR,"$33,936 ",$0 ,"$33,936 ",$0 ,"$67,872 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$67,872 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,5,DUCK CREEK WATERSHED RESTORATION,"$232,266 ",$0 ,"$232,266 ",$0 ,"$464,532 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$464,532 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,6,SOUTHCENTRAL WATERSHED COORDIANTOR,"$82,837 ",$0 ,"$82,837 ",$0 ,"$165,674 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$165,674 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,7,ANCHORAGE BASIN WATERSHED PROJECT,"$108,560 ",$0 ,"$108,560 ",$0 ,"$217,120 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$217,120 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,8,STATE/PRIVATE FOREST PRACTICES MONITORING,"$108,237 ",$0 ,"$108,237 ",$0 ,"$216,474 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$216,474 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,9,FOREST PRACTICES COORDINATOR,"$10,964 ",$0 ,"$10,964 ",$0 ,"$21,928 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$21,928 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,10,RIPARIAN REHABILITATION PROJECT,"$11,940 ",$0 ,"$11,940 ",$0 ,"$23,880 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$23,880 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,11,JUNEAU WATERSHED_STEWARDSHIP_PROGRAM,"$57,964 ",$0 ,"$57,964 ",$0 ,"$115,928 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$115,928 ",$0 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,12,DEVELOP WATERSHED PROTECTION APPROACH AND UPGRADE NPS POLLUTION CONTROL STRATEGY,"$154,170 ",$0 ,"$154,170 ",$0 ,"$308,340 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$308,340 ",$0 
AL,1996,99469996,AL DEM - AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,ADMINISTRATION AND MANAGEMENT AL 319 NPS,"$273,674 ",$0 ,"$273,674 ",$0 ,"$547,348 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$547,348 ",$0 
