State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,1,Hydrologic Assessments of Shaw Creek and Providence Creek,"$85,000 ",$0 ,"$85,000 ",$0 ,"$170,000 ",$0 ,$0 ,$0 ,"$123,387 ",$0 ,"$293,387 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,2,Protection and Restoration of Our Urban Waterways,"$80,000 ",$0 ,"$80,000 ",$0 ,"$160,000 ",$0 ,$0 ,$0 ,$0 ,"$56,709 ","$216,709 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,3,City and Borough of Juneau Storm Water Management Development,"$72,000 ",$0 ,"$72,000 ",$0 ,"$144,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$144,000 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,4,Granite Creek Watershed Restoration Strategy,"$30,257 ",$0 ,"$30,257 ",$0 ,"$60,514 ",$0 ,$0 ,"$31,999 ",$0 ,$0 ,"$92,513 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,5,Swan Lake Recovery of Strategy Implementation,"$39,149 ",$0 ,"$39,149 ",$0 ,"$78,298 ",$0 ,$0 ,"$44,795 ",$0 ,$0 ,"$123,093 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,6,Fairbanks Storm Water Management Development,"$125,000 ",$0 ,"$125,000 ",$0 ,"$250,000 ",$0 ,$0 ,$0 ,$0 ,"$83,337 ","$333,337 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,7,Copper River Watershed FishWatch,"$11,200 ",$0 ,"$11,200 ",$0 ,"$22,400 ",$0 ,$0 ,$0 ,$0 ,"$9,055 ","$31,455 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,8,Vanderbilt Creek Stewards Project,"$4,275 ",$0 ,"$4,275 ",$0 ,"$8,550 ",$0 ,$0 ,$0 ,$0 ,"$2,860 ","$11,410 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,9,Cook Inlet Watershed Health Monitoring,"$129,999 ",$0 ,"$129,999 ",$0 ,"$259,998 ",$0 ,$0 ,$0 ,$0 ,"$192,616 ","$452,614 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,10,Implementing Kenai River Water Quality Monitoring,"$45,000 ",$0 ,"$45,000 ",$0 ,"$90,000 ",$0 ,$0 ,$0 ,$0 ,"$52,605 ","$142,605 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,11,MSB Water Quality Monitoring Program,"$13,408 ",$0 ,"$13,408 ",$0 ,"$26,816 ",$0 ,$0 ,$0 ,$0 ,"$11,255 ","$38,071 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,12,Mendenhall Watershed Partnership,"$69,416 ",$0 ,"$69,416 ",$0 ,"$138,832 ",$0 ,$0 ,$0 ,$0 ,"$46,935 ","$185,767 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,13,Anchorage Storm Water Utility Study,"$70,000 ",$0 ,"$70,000 ",$0 ,"$140,000 ",$0 ,$0 ,$0 ,$0 ,"$57,255 ","$197,255 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,14,Noyes Slough Action Committee,"$25,000 ",$0 ,"$25,000 ",$0 ,"$50,000 ",$0 ,$0 ,$0 ,$0 ,"$30,686 ","$80,686 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,15,Organized Village of Kake,"$17,876 ",$0 ,"$17,876 ",$0 ,"$35,752 ",$0 ,$0 ,$0 ,$0 ,"$10,193 ","$45,945 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,16,Wasilla Soil and Water Conservation,"$64,731 ",$0 ,"$64,731 ",$0 ,"$129,462 ",$0 ,$0 ,$0 ,$0 ,"$47,509 ","$176,971 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,17,Youth Restoration Corp,"$40,000 ",$0 ,"$40,000 ",$0 ,"$80,000 ",$0 ,$0 ,$0 ,$0 ,"$43,000 ","$123,000 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,18,Yukon River Unified W/S Assessment,"$56,150 ",$0 ,"$56,150 ",$0 ,"$112,300 ",$0 ,$0 ,$0 ,$0 ,"$42,257 ","$154,557 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,36,Silver Bay TMDL,"$59,774 ",$0 ,"$59,774 ",$0 ,"$119,548 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$119,548 ",$0 
AK,2002,99098702,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,37,Peterson Creek Monitoring and Assessment,"$60,554 ",$0 ,"$60,554 ",$0 ,"$121,108 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$121,108 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,1,Hydrologic Assessment of Shaw Creek Watershed ,"$111,200 ",$0 ,"$111,200 ",$0 ,"$222,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$222,400 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,2,Kobuk Watershed Stewardship Project,"$15,386 ",$0 ,"$15,386 ",$0 ,"$30,772 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$30,772 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,3,AWC Citizens Environmental Monitoring Program,"$60,000 ",$0 ,"$60,000 ",$0 ,"$120,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$120,000 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,4,Chena Noyes Contaminant-Sediment Sources,"$60,414 ",$0 ,"$60,414 ",$0 ,"$120,828 ",$0 ,$0 ,$0 ,$0 ,"$40,854 ","$161,682 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,5,Granite Creek Recovery Strategy (TMDL) Implementation,"$22,770 ",$0 ,"$22,770 ",$0 ,"$45,540 ",$0 ,$0 ,$0 ,"$36,081 ",$0 ,"$81,621 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,6,Fairbanks Storm Water Management and Development,"$120,000 ",$0 ,"$120,000 ",$0 ,"$240,000 ",$0 ,$0 ,$0 ,"$98,535 ",$0 ,"$338,535 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,7,Copper River Monitoring for Protection and Restoration,"$33,000 ",$0 ,"$33,000 ",$0 ,"$66,000 ",$0 ,$0 ,$0 ,$0 ,"$39,471 ","$105,471 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,8,Watershed Stewardship and Education Project,"$18,917 ",$0 ,"$18,917 ",$0 ,"$37,834 ",$0 ,$0 ,$0 ,$0 ,"$13,475 ","$51,309 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,9,Cook Inlet Watershed Health Monitoring,"$130,000 ",$0 ,"$130,000 ",$0 ,"$260,000 ",$0 ,$0 ,$0 ,$0 ,"$183,488 ","$443,488 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,10,Kenai River Water Quality and Source Assessment,"$66,000 ",$0 ,"$66,000 ",$0 ,"$132,000 ",$0 ,$0 ,$0 ,$0 ,"$46,196 ","$178,196 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,11,Matsu-Borough Water Quality Planning,"$32,523 ",$0 ,"$32,523 ",$0 ,"$65,046 ",$0 ,$0 ,$0 ,"$21,682 ",$0 ,"$86,728 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,12,Mendenhall Watershed Partnership FY2003,"$39,284 ",$0 ,"$39,284 ",$0 ,"$78,568 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$78,568 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,13,Little Susitna River and Cottonwood Creek Watershed,"$20,475 ",$0 ,"$20,475 ",$0 ,"$40,950 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,950 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,14,Youth Restoration Corps Peninsula Program,"$12,000 ",$0 ,"$12,000 ",$0 ,"$24,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$24,000 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,24,Silver Bay TMDL Phase 2,"$24,755 ",$0 ,"$24,755 ",$0 ,"$49,510 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$49,510 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,26,ACWA Decision Tree,"$78,603 ",$0 ,"$78,603 ",$0 ,"$157,206 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$157,206 ",$0 
AK,2002,99098703,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,27,Tongass Narrows DO Evaluation,"$90,000 ",$0 ,"$90,000 ",$0 ,"$180,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$180,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management,"$943,763 ",$0 ,"$943,763 ",$0 ,"$1,887,526 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,887,526 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,Black Warrior and Cahaba River Basins Assessment,"$179,000 ",$0 ,"$179,000 ",$0 ,"$358,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$358,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,3,Reference Condition Characterization for Ecoregions of the Black Warrior and Cahaba River Basins to Facilitate Dev. of Stream Nutrient Criteria,"$70,000 ",$0 ,"$70,000 ",$0 ,"$140,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$140,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,4,Water Quality Assessment of AL Reservoirs for Nutrient Criteria and TMDL Dev.,"$80,000 ",$0 ,"$80,000 ",$0 ,"$160,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$160,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,5,Tributary Embayment and Mainstem Water Quality Assessment of the Black Warrior River Basin,"$106,860 ",$0 ,"$106,860 ",$0 ,"$213,720 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$213,720 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,6,TMDL Development,"$200,000 ",$0 ,"$200,000 ",$0 ,"$400,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$400,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,7,Erosion and Sediment Control on Construction SItes and Urban Areas in AL,"$50,000 ",$0 ,"$50,000 ",$0 ,"$100,000 ",$0 ,$0 ,$0 ,$0 ,"$122,635 ","$222,635 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,8,Using Precision Ag to Protect and Improve Water Quality,"$57,987 ",$0 ,"$57,987 ",$0 ,"$115,974 ",$0 ,$0 ,$0 ,$0 ,"$83,900 ","$199,874 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,9,Clean Water Partnership Facilitation,"$160,000 ",$0 ,"$160,000 ",$0 ,"$320,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$320,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,10,Alabama Water Watch,"$189,990 ",$0 ,"$189,990 ",$0 ,"$379,980 ",$0 ,$0 ,$0 ,$0 ,"$383,748 ","$763,728 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,11,Agricultural Water Quality Coordinator for the AL Soil and Water Conservation Committee,"$40,000 ",$0 ,"$40,000 ",$0 ,"$80,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$80,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,12,Catoma Creek Nonpoint Source Reduction Project,"$450,000 ","$200,000 ","$650,000 ",$0 ,"$1,300,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,300,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,13,Lower Tallapoosa Clean Sweep Pesticide Collection,"$40,000 ",$0 ,"$40,000 ",$0 ,"$80,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$80,000 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,14,Incremental Grant Administration and Management,$0 ,"$320,310 ","$320,310 ",$0 ,"$640,620 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$640,620 ",$0 
AL,2002,99469902,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,15,Pesticide Mixing Facility (Sand Mountain),$0 ,"$31,500 ","$31,500 ",$0 ,"$63,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$63,000 ",$0 
