State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,2,Dora Bay LTF,"$5,000 ",$0 ,"$5,000 ",$0 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,3,Discovery Foundation Water Watch Program,"$15,000 ",$0 ,"$15,000 ",$0 ,"$30,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$30,000 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,6,GLACIAL FISH STREAMS,"$18,630 ",$0 ,"$18,630 ",$0 ,"$37,260 ",$0 ,"$12,420 ",$0 ,$0 ,$0 ,"$49,680 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,7,ANCHORAGE BASIN WATERSHED/WATERWAY WATCH,"$53,469 ",$0 ,"$53,469 ",$0 ,"$106,938 ",$0 ,$0 ,$0 ,"$75,666 ",$0 ,"$182,604 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,8,ANCHORAGE BOWL WETLANDS WATCH PROGRAM,"$37,200 ",$0 ,"$37,200 ",$0 ,"$74,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$74,400 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,9,POTTER MARSH WATERSHED PROJECT,"$50,200 ",$0 ,"$50,200 ",$0 ,"$100,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$100,400 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,10,RIPARIAN REHABILITATION PROJECT,"$12,700 ",$0 ,"$12,700 ",$0 ,"$25,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$25,400 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,11,KENAI RIVER WATERSHED BANK RESTORATION,"$24,971 ",$0 ,"$24,971 ",$0 ,"$49,942 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$49,942 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,12,KENAI BENTHIC MACROINVERTEBRATES,"$66,795 ",$0 ,"$66,795 ",$0 ,"$133,590 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$133,590 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,13,KENAI RIVER WATER QUALITY MONITORING,"$25,000 ",$0 ,"$25,000 ",$0 ,"$50,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$50,000 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,14,Development of Improved Techniques to Reclaim Placer-Mined Watersheds Phase II,"$71,606 ",$0 ,"$71,606 ",$0 ,"$143,212 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$143,212 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,15,OPHIR CREEK RESTORATION,"$71,000 ",$0 ,"$71,000 ",$0 ,"$142,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$142,000 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,16,COPPER RIVER WATERSHED PROJECT,"$60,000 ",$0 ,"$60,000 ",$0 ,"$120,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$120,000 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,17,ALASKA WATERSHED CONFERENCE,"$61,142 ",$0 ,"$61,142 ",$0 ,"$122,284 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$122,284 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,18,KENAI RIVER HGM Training and Field Work,"$70,000 ",$0 ,"$70,000 ",$0 ,"$140,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$140,000 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,20,Fish Habitat Protection via Accelerated Stream Cataloging Under AS 16.05.870,"$25,868 ",$0 ,"$25,868 ",$0 ,"$51,736 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$51,736 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,21,Mendenhall Watershed Partnership,"$20,000 ",$0 ,"$20,000 ",$0 ,"$40,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,000 ",$0 
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,22,Anchorage Nonpoint Source College Graduate Intern Program,"$16,000 ",$0 ,"$16,000 ",$0 ,"$32,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$32,000 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,1,Construction and Continued Operation and Maintenance of Gaging Stations on Jordan Creek and Lower Duck Creek,"$29,175 ",$0 ,"$29,175 ",$0 ,"$58,350 ",$0 ,$0 ,$0 ,"$19,450 ",$0 ,"$77,800 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,2,Community Forest Watch,"$12,000 ",$0 ,"$12,000 ",$0 ,"$24,000 ",$0 ,$0 ,$0 ,"$11,575 ",$0 ,"$35,575 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,3,Kenai Boatwake Structures,"$20,000 ",$0 ,"$20,000 ",$0 ,"$40,000 ",$0 ,$0 ,$0 ,"$28,900 ",$0 ,"$68,900 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,4,Boreal Forest BMPs,"$7,000 ",$0 ,"$7,000 ",$0 ,"$14,000 ",$0 ,$0 ,$0 ,"$2,880 ",$0 ,"$16,880 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,5,Katchemak Bay Monitoring,"$50,000 ",$0 ,"$50,000 ",$0 ,"$100,000 ",$0 ,$0 ,$0 ,"$56,758 ",$0 ,"$156,758 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,6,Kachemak Bay Public Outreach,"$10,000 ",$0 ,"$10,000 ",$0 ,"$20,000 ",$0 ,$0 ,$0 ,"$20,000 ",$0 ,"$40,000 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,7,Resurrection Bay Monitoring,"$10,000 ",$0 ,"$10,000 ",$0 ,"$20,000 ",$0 ,$0 ,$0 ,"$7,241 ",$0 ,"$27,241 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,8,Russian River Restoration,"$24,000 ",$0 ,"$24,000 ",$0 ,"$48,000 ",$0 ,$0 ,$0 ,"$34,447 ",$0 ,"$82,447 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,9,Biological Monitoring in Mat-Su Valley,"$23,778 ",$0 ,"$23,778 ",$0 ,"$47,556 ",$0 ,$0 ,$0 ,"$26,714 ",$0 ,"$74,270 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,10,Our Land Speak Watershed Steward,"$12,300 ",$0 ,"$12,300 ",$0 ,"$24,600 ",$0 ,$0 ,$0 ,"$8,200 ",$0 ,"$32,800 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,11,Kenai Watershed Forum,"$11,500 ",$0 ,"$11,500 ",$0 ,"$23,000 ",$0 ,$0 ,$0 ,"$24,446 ",$0 ,"$47,446 ",$0 
AK,1997,99098798,AK DEPT OF ENVIRON CONSERV,$0 ,13,Mat-Su Borough Water Quality Monitoring Program,"$9,250 ",$0 ,"$9,250 ",$0 ,"$18,500 ",$0 ,$0 ,$0 ,"$15,964 ",$0 ,"$34,464 ",$0 
AL,1997,99469997,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management,"$224,972 ",$0 ,"$224,972 ",$0 ,"$449,944 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$449,944 ",$0 
AL,1997,99469997,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,Water Quality Assessment of the Black Warrior River Basin  (WRAS),"$80,000 ",$0 ,"$80,000 ",$0 ,"$160,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$160,000 ",$0 
AL,1997,99469997,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,3,Brushy Creek Watershed Assessment (WRAS),"$24,600 ",$0 ,"$24,600 ",$0 ,"$49,200 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$49,200 ",$0 
