State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",1,Reduce Bacteria Pollution - Anchorage Bowl,$0 ,$0 ,"$37,554 ",$0 ,"$37,554 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$37,554 ","$26,265 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",2,Kenai River Water Quality Monitoring and Assessment,$0 ,$0 ,"$101,491 ",$0 ,"$101,491 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$101,491 ","$83,000 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",3,Little Susitna River Total Aromatic Hydrocarbon (TAH) Monitoring,$0 ,$0 ,"$63,627 ",$0 ,"$63,627 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$63,627 ","$47,567 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",13,Ketchikan Beaches and Watersheds Management,$0 ,$0 ,"$37,202 ",$0 ,"$37,202 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$37,202 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",14,Water Chemistry Evaluation for Bristol Bay,$0 ,$0 ,"$29,886 ",$0 ,"$29,886 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$29,886 ","$20,164 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",15,Low-Impact Development Planning for the City of Homer,$0 ,$0 ,"$59,785 ",$0 ,"$59,785 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$59,785 ","$40,097 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",16,Scaling Green Infrastructure in Fairbanks,$0 ,$0 ,"$88,500 ",$0 ,"$88,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$88,500 ","$60,224 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",17,"Controlling Urban Runoff to Cottonwood Creek, Phase 2",$0 ,$0 ,"$58,326 ",$0 ,"$58,326 ",$0 ,$0 ,$0 ,"$39,702 ",$0 ,"$98,028 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",18,Jordan Creek Watershed (Juneau),$0 ,$0 ,"$91,932 ",$0 ,"$91,932 ",$0 ,$0 ,$0 ,"$101,574 ",$0 ,"$193,506 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",21,DEC NPS Staff Time: Project Implementation,$0 ,$0 ,"$1,574,261 ",$0 ,"$1,574,261 ",$0 ,"$629,704 ",$0 ,$0 ,$0 ,"$2,203,965 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",22,DEC NPS STaff Time: Program Work,$0 ,$0 ,"$3,350,844 ",$0 ,"$3,350,844 ",$0 ,"$1,340,338 ",$0 ,$0 ,$0 ,"$4,691,182 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",23,Lake Lucille Lake Management Plan,$0 ,$0 ,"$30,000 ",$0 ,"$30,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$30,000 ","$20,000 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",25,Anchorage Streams Pathogens Monitoring ,$0 ,$0 ,"$16,884 ",$0 ,"$16,884 ",$0 ,$0 ,"$11,256 ",$0 ,$0 ,"$28,140 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",26,ACWA Prioritization Model Development,$0 ,$0 ,"$49,981 ",$0 ,"$49,981 ",$0 ,$0 ,"$33,321 ",$0 ,$0 ,"$83,302 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",28,"Gold Systems Contract - AWQMS License, Maintenance and Support",$0 ,$0 ,"$30,279 ",$0 ,"$30,279 ",$0 ,"$12,112 ",$0 ,$0 ,$0 ,"$42,391 ",$0 
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",29,Salcha River Water Quality Monitoring,$0 ,$0 ,"$6,536 ",$0 ,"$6,536 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$6,536 ","$4,480 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",30,Lake Lucile Bioretention Installation at Burchell HS & Watershed Health Outreach,$0 ,$0 ,"$13,410 ",$0 ,"$13,410 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$13,410 ","$9,090 "
AK,2018,00J84604,AK DEPT OF ENVIRON CONSERV,"$6,483,836 ",31,Jordan Creek Restoration & Implementation of Best Mgmt Practices,$0 ,$0 ,"$19,415 ",$0 ,"$19,415 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$19,415 ","$13,005 "
