State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,1,Big Lake Management Plan Revision,$0 ,$0 ,"$5,446 ",$0 ,"$5,446 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$5,446 ","$3,200 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,2,Snow Removal Management in the Haines Borough,$0 ,$0 ,"$17,000 ",$0 ,"$17,000 ",$0 ,$0 ,$0 ,"$12,420 ",$0 ,"$29,420 ",$0 
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,3,Pullen Creek Rain Garden and Outreach,$0 ,$0 ,"$18,400 ",$0 ,"$18,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$18,400 ","$14,997 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,4,Clean Boating in the Susitna Valley,$0 ,$0 ,"$54,950 ",$0 ,"$54,950 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$54,950 ","$36,938 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,5,Willow Creek Water Quality and Habitat Assessment,$0 ,$0 ,"$48,100 ",$0 ,"$48,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$48,100 ","$46,773 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,6,Cottonwood Creek Septic Smart,$0 ,$0 ,"$23,450 ",$0 ,"$23,450 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$23,450 ","$16,799 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,8,Chena River Awareness Campaign,$0 ,$0 ,"$12,000 ",$0 ,"$12,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$12,000 ","$9,032 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,9,Fairbanks Complete Streets Best Management Practices,$0 ,$0 ,"$11,392 ",$0 ,"$11,392 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$11,392 ","$11,420 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,10,Kenai River Watershed Baseline Assessment,$0 ,$0 ,"$29,838 ",$0 ,"$29,838 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$29,838 ","$23,950 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,11,Matanuska River Debris Assessment,$0 ,$0 ,"$15,960 ",$0 ,"$15,960 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$15,960 ","$12,600 "
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,12,Little Susitna River Water Quality Sampling Related to Petroleum Hydrocarbon,$0 ,$0 ,"$107,902 ",$0 ,"$107,902 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$107,902 ",$0 
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,$0 ,13,State NPS Staff,$0 ,$0 ,$1 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 
AL,2014,96464615,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management of Alabama’s FY15 Clean Water Act Section 319 Nonpoint Source Program Funds,$0 ,$0 ,"$663,340 ",$0 ,"$663,340 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$663,340 ","$442,227 "
AL,2014,96464615,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,Statewide Surface Water Quality Monitoring of Priority Wadeable Streams and Rivers,$0 ,$0 ,"$334,140 ",$0 ,"$334,140 ",$0 ,$0 ,"$222,760 ",$0 ,$0 ,"$556,900 ",$0 
