State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,1,Mat-Su FRPA Effectiveness Monitoring,"$34,605 ",$0 ,"$34,605 ",$0 ,"$69,210 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$69,210 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,2,Rescue Me  Water's Message to the Community,"$31,775 ",$0 ,"$31,775 ",$0 ,"$63,550 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$63,550 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,4,Jewel Lake Fecal Coliform Assessment 2010,"$34,208 ",$0 ,"$34,208 ",$0 ,"$68,416 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$68,416 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,5,Little Susitna Hydrocarbon Evaluation,"$85,727 ",$0 ,"$85,727 ",$0 ,"$171,454 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$171,454 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,7,Stormwater Collection-Sediment Separators,"$45,000 ",$0 ,"$45,000 ",$0 ,"$90,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$90,000 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,10,Granite Creek Recovery and TMDL Implemenation,"$24,985 ",$0 ,"$24,985 ",$0 ,"$49,970 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$49,970 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,12,Watermelon Trail Upgrades at Beaver Creek Crossing,"$26,825 ",$0 ,"$26,825 ",$0 ,"$53,650 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$53,650 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,14,Kenai River Agency Baseline Monitoring,"$23,015 ",$0 ,"$23,015 ",$0 ,"$46,030 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$46,030 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,15,Cook Inlet Stream Temperature Monitoring Network,"$69,680 ",$0 ,"$69,680 ",$0 ,"$139,360 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$139,360 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,16,Trends Monitoring of Fish Habitat Conditions on Private Timberlands in SE Alaska,"$24,400 ",$0 ,"$24,400 ",$0 ,"$48,800 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$48,800 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,17,Developing a Clean Harbor Certification Program,"$46,677 ",$0 ,"$46,677 ",$0 ,"$93,354 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$93,354 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,18,Juneau Stormwater BMP Demonstration Sites,"$12,220 ",$0 ,"$12,220 ",$0 ,"$24,440 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$24,440 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,19,Sawmill Creek Sediment and Discharge Study,"$18,248 ",$0 ,"$18,248 ",$0 ,"$36,496 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$36,496 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,21,Gulkana River and Cordova Eyak Lake Sampling,"$15,000 ",$0 ,"$15,000 ",$0 ,"$30,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$30,000 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,22,Lower Kenai River Boat Counts: To Augment Petroleum Hydrocarbon Pollution Sampling,"$24,852 ",$0 ,"$24,852 ",$0 ,"$49,704 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$49,704 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,23,Phase II: Collection of Turbidity Water Quality Data in the Lower Kenai River: To Determine Natural and Anthropogenic Levels of Turbidity,"$106,417 ",$0 ,"$106,417 ",$0 ,"$212,834 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$212,834 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,24,"Lower Kenai River: Sampling Plan, QAPP Development and Water Quality Monitoring as Related to Petroleum Hydrocarbon Pollution","$34,172 ",$0 ,"$34,172 ",$0 ,"$68,344 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$68,344 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,30,Antidegradation Implementation Conference and Technical Assistance,"$52,825 ",$0 ,"$52,825 ",$0 ,"$105,650 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$105,650 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,31,Little Sustina River and Cottonwood Creek,"$5,000 ",$0 ,"$5,000 ",$0 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,32,Big Lake Water Quality Monitoring as Related to Petroleum Hydrocarbon Pollution,"$24,977 ",$0 ,"$24,977 ",$0 ,"$49,954 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$49,954 ",$0 
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,$0 ,38,"Fecal Colform Bacteria Source Assessment in the waters of Cottonwood Creek, Wasilla and Little Campbell Creek, Anchorage","$57,688 ",$0 ,"$57,688 ",$0 ,"$115,376 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$115,376 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management of the Alabama FY10 Clean Water Act Section 319 Nonpoint  ,"$677,620 ",$0 ,"$677,620 ",$0 ,"$1,355,240 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,355,240 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,"Rotational River basin Approach: Surface Water Quality Assessment of the Alabama, Coosa, and Tallapoosa River Basins","$321,977 ",$0 ,"$321,977 ",$0 ,"$643,954 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$643,954 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,3,"Surface Water Quality Assessment of Rivers, Reservoirs, and Tributary Embayments of the Alabama, Coosa, and Tallapoosa River Basins","$364,307 ",$0 ,"$364,307 ",$0 ,"$728,614 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$728,614 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,5,Alabama Water Watch,"$160,000 ",$0 ,"$160,000 ",$0 ,"$320,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$320,000 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,6,Agricultural Water Quality Protection and Education and Outreach ,"$60,000 ",$0 ,"$60,000 ",$0 ,"$120,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$120,000 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,7,Erosion and Sediment Control on Construction Sites and in Urban Areas in Alabama,"$59,000 ",$0 ,"$59,000 ",$0 ,"$118,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$118,000 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,8,Development and Implementation of Silvicultural Components of Nonpoint Source Watershed Management Plans,"$65,000 ",$0 ,"$65,000 ",$0 ,"$130,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$130,000 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,9,Administration and Management of the Alabama FY10 Clean Water Act           ,$0 ,"$269,683 ","$269,683 ",$0 ,"$539,366 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$539,366 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,11,The Alabama Clean Water Partnership Program,$0 ,"$315,236 ","$315,236 ",$0 ,"$630,472 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$630,472 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,12,Demonstration of Stormwater Conveyance Retrofit Practices to Improve Water Quality in the Genetta Stream.,$0 ,"$400,000 ","$400,000 ",$0 ,"$800,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$800,000 ",$0 
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,13,Rock Creek and Crooked Creek Watershed Project,$0 ,"$342,100 ","$342,100 ",$0 ,"$684,200 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$684,200 ",$0 
