State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management of the Alabama FY13 Clean Water Act Section 319 Nonpoint Source Program Implementation Grant,"$563,955 ",$0 ,"$563,955 ",$0 ,"$1,127,910 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,127,910 ",$0 
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,5 -Year Rotational River Basin Monitoring Approach: Surface Water Quality of Wadeable Streams and Rivers in the Tennessee River Basin,"$129,373 ",$0 ,"$129,373 ",$0 ,"$258,746 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$258,746 ",$0 
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,3,Surface Water Quality Assessment of the Tributary Embayments of the Tennessee River Basin,"$147,847 ",$0 ,"$147,847 ",$0 ,"$295,694 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$295,694 ",$0 
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,4,Coastal Alabama Water Quality: Long Term Ecological and Watershed-based Health Trends and Conditions ,"$108,825 ",$0 ,"$108,825 ",$0 ,"$217,650 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$217,650 ",$0 
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,5,Administration and Management of the Alabama FY13 Clean Water Act Section 319 Watershed Project Implementation Grant,$0 ,"$253,267 ","$253,267 ",$0 ,"$506,534 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$506,534 ",$0 
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,7,The Alabama Clean Water Partnership: A Holistic Pollution Management Approach to Protecting Watershed Health and Improving Water Quality ,$0 ,"$315,236 ","$315,236 ",$0 ,"$630,472 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$630,472 ","$311,976 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,8,French Mill Creek Watershed Restoration Project ,$0 ,"$226,000 ","$226,000 ",$0 ,"$452,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$452,000 ","$184,864 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,9,Harris Creek Watershed Restoration Project - Phase 2,$0 ,"$184,955 ","$184,955 ",$0 ,"$369,910 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$369,910 ","$86,600 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,10,West Flint Creek - Phase 2,$0 ,"$207,263 ","$207,263 ",$0 ,"$414,526 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$414,526 ","$138,848 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,11,Coordination of Watershed-based Management Plan and Alabama Coastal Nonpoint Pollution Control Program Implementation ,$0 ,"$91,100 ","$91,100 ",$0 ,"$182,200 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$182,200 ","$83,459 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,13,Brier Fork/Beaverdam Creek Watershed Restoration Project - Phase 3,$0 ,"$230,000 ","$230,000 ",$0 ,"$460,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$460,000 ","$288,740 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,14,Pintlala Creek and Catoma Creek Watershed Project,$0 ,"$292,253 ","$292,253 ",$0 ,"$584,506 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$584,506 ","$197,793 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,15,D’Olive Creek Sub-Watershed Management Project,$0 ,"$54,965 ","$54,965 ",$0 ,"$109,930 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$109,930 ","$53,730 "
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,16,Unnamed Tributary to Tiawasee Creek Sub-Watershed Management Project,$0 ,"$108,961 ","$108,961 ",$0 ,"$217,922 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$217,922 ","$73,745 "
AR,2012,99610320,ARKANSAS NATURAL RESOURCES COMMISSION,$0 ,1,Boone County Bull Shoals Watershed Project,"$127,749 ",$0 ,"$127,749 ",$0 ,"$255,498 ",$0 ,$0 ,$0 ,"$98,420 ",$0 ,"$353,918 ",$0 
AR,2012,99610320,ARKANSAS NATURAL RESOURCES COMMISSION,$0 ,2,Cross County-L’Anguille River Watershed Water Quality Project,$0 ,"$148,000 ","$148,000 ",$0 ,"$296,000 ",$0 ,$0 ,$0 ,"$187,500 ",$0 ,"$483,500 ",$0 
AR,2012,99610320,ARKANSAS NATURAL RESOURCES COMMISSION,$0 ,3,Lower L’Anguille River Watershed Cost-Share Project – Phase IV,$0 ,"$150,000 ","$150,000 ",$0 ,"$300,000 ",$0 ,$0 ,$0 ,"$200,260 ",$0 ,"$500,260 ",$0 
