State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",1,Administration and Management of Alabama’s FY2019 Clean Water Act (CWA) Section 319 Nonpoint Source Program Funds,$0 ,$0 ,"$862,394 ",$0 ,"$862,394 ",$0 ,$0 ,"$574,929 ",$0 ,$0 ,"$1,437,323 ",$0 
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",2,Statewide Surface Water Quality Monitoring of Priority Wadeable Streams and Rivers,$0 ,$0 ,"$333,187 ",$0 ,"$333,187 ",$0 ,$0 ,"$227,316 ",$0 ,$0 ,"$560,503 ",$0 
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",3,"Surface Water Quality Assessment of Rivers, Reservoirs and Tributary Embayments on a Statewide Rotation",$0 ,$0 ,"$177,419 ",$0 ,"$177,419 ",$0 ,$0 ,"$118,279 ",$0 ,$0 ,"$295,698 ",$0 
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",4,Alabama Coastal Nonpoint Pollution Control Program: Coastal Alabama Urban Areas Nonpoint Source (NPS) Projects,$0 ,$0 ,"$100,000 ",$0 ,"$100,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$100,000 ","$66,668 "
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",5,Holistic Management Approach to Protecting and Restoring Watershed Health and Improving Water Quality with the Development of Watershed Management Plans,$0 ,$0 ,"$120,000 ",$0 ,"$120,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$120,000 ","$80,000 "
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",6,Pathogen Reduction of Turkey Branch: A Weeks Bay Watershed Project,$0 ,$0 ,"$215,779 ",$0 ,"$215,779 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$215,779 ","$143,853 "
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",7,Roebuck Municipal Golf Course Stream Restoration and Demonstration Project,$0 ,$0 ,"$430,668 ",$0 ,"$430,668 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$430,668 ","$293,739 "
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",8,Ryan Creek Watershed Implementation Project,$0 ,$0 ,"$162,161 ",$0 ,"$162,161 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$162,161 ","$126,299 "
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",9,Anderson Creek Watershed Restoration Project,$0 ,$0 ,"$255,089 ",$0 ,"$255,089 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$255,089 ","$170,390 "
AL,2019,96464619,AL DEPT OF ENVIRONMENTAL MANAGEMENT,"$3,086,000 ",10,Big Nance Creek Watershed Restoration Project,$0 ,$0 ,"$132,778 ",$0 ,"$132,778 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$132,778 ","$88,519 "
