State,Award Fiscal Year,Grant No,Grantee,319 Obligation Amount,Project Number,Title,319h Base Funds,319h Incremental Funds,Total 319h Funds,Epa Other,Epa Budget,Other Federal,State Funds,State In-Kind,Local Funds,Other Funds,Total Budget,Local In-Kind
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,1,"Anchorage Waterways Council, Watershed Outreach","$60,000 ",$0 ,"$60,000 ",$0 ,"$120,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$120,000 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,2,Mat-Su Watershed Development,"$34,500 ",$0 ,"$34,500 ",$0 ,"$69,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$69,000 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,3,Fish Habitat Protection via Accelerated Stream Cataloging Under AS 16.05.870,"$43,972 ",$0 ,"$43,972 ",$0 ,"$87,944 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$87,944 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,4,Potter Marsh Watershed Phase II Project,"$50,000 ",$0 ,"$50,000 ",$0 ,"$100,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$100,000 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,5,Anchorage Wetlands Watch Program,"$60,000 ",$0 ,"$60,000 ",$0 ,"$120,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$120,000 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,6,FY99 Master Watershed Stewards Program,"$25,342 ",$0 ,"$25,342 ",$0 ,"$50,684 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$50,684 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,7,Development of Improved Techniques to Reclaim Placer-Mined Watersheds-Phase II,"$33,981 ",$0 ,"$33,981 ",$0 ,"$67,962 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$67,962 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,8,Protection of Fish Habitat and Water Quality through implementation of FRPA,"$128,536 ",$0 ,"$128,536 ",$0 ,"$257,072 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$257,072 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,9,Protection of Fisheries through Implementation of the Forest Practices Act,"$118,500 ",$0 ,"$118,500 ",$0 ,"$237,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$237,000 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,10,Alaska Home Stewardship Program,"$45,529 ",$0 ,"$45,529 ",$0 ,"$91,058 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$91,058 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,11,Alaska Land Decisionmakers Extension Resources (ALDER),"$42,908 ",$0 ,"$42,908 ",$0 ,"$85,816 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$85,816 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,12,Biological Monitoring and Assessment ,"$39,990 ",$0 ,"$39,990 ",$0 ,"$79,980 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$79,980 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,13,Copper River Watershed Project,"$5,394 ",$0 ,"$5,394 ",$0 ,"$10,788 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$10,788 ",$0 
AK,1998,99098799,ADEC - AK DEPT OF ENVIRON CONSERV,$0 ,14,Russian River Restoration Project,"$29,300 ",$0 ,"$29,300 ",$0 ,"$58,600 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$58,600 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,1,Administration and Management,"$474,982 ",$0 ,"$474,982 ",$0 ,"$949,964 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$949,964 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,2,Water Quality Assessment of the Tennessee River Basin,"$55,200 ",$0 ,"$55,200 ",$0 ,"$110,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$110,400 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,3,Lake Water Quality Assessments in the Black Warrior River Basin,"$41,800 ",$0 ,"$41,800 ",$0 ,"$83,600 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$83,600 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,4,Alabama Nonpoint Source Management Program Phase II,"$17,375 ",$0 ,"$17,375 ",$0 ,"$34,750 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$34,750 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,5,Alabama Ecoregion/Subregion Delineation and Reference Site Selection,"$40,000 ",$0 ,"$40,000 ",$0 ,"$80,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$80,000 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,6,Alabama Nonpoint Source Education Coordinator,"$68,500 ",$0 ,"$68,500 ",$0 ,"$137,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$137,000 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,7,Alabama NPS Citizen Volunteer Monitoring: The Alabama Water Watch Program,"$164,191 ",$0 ,"$164,191 ",$0 ,"$328,382 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$328,382 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,8,Weeks Bay Watershed Project Coordinator (WRAS),"$70,430 ",$0 ,"$70,430 ",$0 ,"$140,860 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$140,860 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,9,Nonpoint Source Best Management Practices For Protection of Water Quality Associated With Golf Courses and Sod Farms,"$150,548 ",$0 ,"$150,548 ",$0 ,"$301,096 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$301,096 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,10,Alabama Envirothon,"$30,000 ",$0 ,"$30,000 ",$0 ,"$60,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$60,000 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,11,Restoration and Management of Rivers and Watersheds - Applied Fluvial Geomorphology,"$30,200 ",$0 ,"$30,200 ",$0 ,"$60,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$60,400 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,12,Sepulga River Watershed Project (WRAS),"$10,367 ",$0 ,"$10,367 ",$0 ,"$20,734 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$20,734 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,13,Choctawhatchee River - Upper Fork Watershed Poject,"$139,872 ",$0 ,"$139,872 ",$0 ,"$279,744 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$279,744 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,14,Choccolocco Creek Watershed Project (Phase II),"$78,430 ",$0 ,"$78,430 ",$0 ,"$156,860 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$156,860 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,15,Planning Environmentally Sustainable Waste Management Systems for a Large Scale Broiler Poultry Company Locating in Southeast Alabama,"$44,000 ",$0 ,"$44,000 ",$0 ,"$88,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$88,000 ",$0 
AL,1998,99469998,AL DEPT OF ENVIRONMENTAL MANAGEMENT,$0 ,16,Conservation Plan for the Weeks Bay Watershed (WRAS),"$27,000 ",$0 ,"$27,000 ",$0 ,"$54,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$54,000 ",$0 
