State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,1,NPS COORDINATOR,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$66,736 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,2,COASTAL WATERSHEDS NPS COORDINATOR,Yes,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$88,359 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,3,ALASKA HOME A SYST,Yes,"Nonpoint Source Program Overall Coordination/ Management
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$58,854 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,4,NORTHERN WATERSHED COORDINATOR,Yes,"Statewide Education/Information Programs
",Resource Extraction,NOT APPLICABLE (NA),"$33,936 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,5,DUCK CREEK WATERSHED RESTORATION,No,"BMP Design/Implementation
Local (Specific Target) Education/Information Programs
",,NOT APPLICABLE (NA),"$232,266 ",No,,Did start on ,Completed on 
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,6,SOUTHCENTRAL WATERSHED COORDIANTOR,Yes,"Nonpoint Source Program Overall Coordination/ Management
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$82,837 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,7,ANCHORAGE BASIN WATERSHED PROJECT,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$108,560 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,8,STATE/PRIVATE FOREST PRACTICES MONITORING,Yes,"BMP Design/Implementation
",Silviculture,NOT APPLICABLE (NA),"$108,237 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,9,FOREST PRACTICES COORDINATOR,Yes,"BMP Design/Implementation
",Silviculture,NOT APPLICABLE (NA),"$10,964 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
AK,1996,65296,ADEC - AK DEPT OF ENVIRON CONSERV,10,RIPARIAN REHABILITATION PROJECT,No,"BMP Design/Implementation
",Silviculture,NOT APPLICABLE (NA),"$11,940 ",No,,Did start on 07/01/1996,Completed on 06/30/1997
