State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,2,Dora Bay LTF,No,"Nonpoint Source Program Overall Coordination/ Management
Nutrient Management Planning
Water Quality Problem Identification
",Silviculture,NOT APPLICABLE (NA),"$5,000 ",No,,Did start on 07/01/1997,Completed on 12/31/1997
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,3,Discovery Foundation Water Watch Program,No,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$15,000 ",No,,Did start on 10/01/1997,Completed on 06/30/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,6,GLACIAL FISH STREAMS,No,"Instream Flow Assessments
",Silviculture,NOT APPLICABLE (NA),"$18,630 ",No,,Did start on 05/01/1997,Completed on 06/30/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,7,ANCHORAGE BASIN WATERSHED/WATERWAY WATCH,No,"BMP Design/Implementation
Nonpoint Source Program Overall Coordination/ Management
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$53,469 ",No,On Schedule,Did start on 07/01/1997,Completed on 07/31/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,8,ANCHORAGE BOWL WETLANDS WATCH PROGRAM,No,"BMP Design/Implementation
Statewide Education/Information Programs
Groundwater (all groundwater activities)
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$37,200 ",No,On Schedule,Did start on 07/01/1997,Completed on 06/30/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,9,POTTER MARSH WATERSHED PROJECT,No,"BMP Design/Implementation
Statewide Education/Information Programs
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$50,200 ",No,On Schedule,Did start on 07/01/1997,Completed on 06/30/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,10,RIPARIAN REHABILITATION PROJECT,No,"BMP Design/Implementation
",Silviculture,NOT APPLICABLE (NA),"$12,700 ",No,On Schedule,Did start on 04/01/1997,Completed on 06/01/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,11,KENAI RIVER WATERSHED BANK RESTORATION,No,"BMP Design/Implementation
",Hydromodification,NOT APPLICABLE (NA),"$24,971 ",No,On Schedule,Did start on 05/20/1997,Completed on 12/31/1997
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,12,KENAI BENTHIC MACROINVERTEBRATES,No,"Nonpoint Source Program Overall Coordination/ Management
Instream Flow Assessments
",Construction,NOT APPLICABLE (NA),"$66,795 ",No,On Schedule,Did start on 04/01/1997,Completed on 06/30/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,13,KENAI RIVER WATER QUALITY MONITORING,No,"Nonpoint Source Program Overall Coordination/ Management
Instream Flow Assessments
",Construction,NOT APPLICABLE (NA),"$25,000 ",No,On Schedule,Did start on 04/01/1997,Completed on 06/30/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,14,Development of Improved Techniques to Reclaim Placer-Mined Watersheds Phase II,No,"Other Restoration/Protection/Prevention
",All Sources,NOT APPLICABLE (NA),"$71,606 ",No,,Did start on 07/01/1997,Completed on 06/30/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,15,OPHIR CREEK RESTORATION,No,"BMP Design/Implementation
Instream Flow Assessments
",Silviculture,NOT APPLICABLE (NA),"$71,000 ",No,On Schedule,Did start on 07/01/1997,Completed on 10/30/1999
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,16,COPPER RIVER WATERSHED PROJECT,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$60,000 ",No,On Schedule,Did start on 07/01/1997,Completed on 03/31/1998
AK,1997,65297,ADEC - AK DEPT OF ENVIRON CONSERV,17,ALASKA WATERSHED CONFERENCE,No,"BMP Design/Implementation
Statewide Education/Information Programs
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$61,142 ",No,,Did start on 07/01/1997,Completed on 06/30/1998
