State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,1,Cook Inlet Stream Temperature Monitoring Network,No,"Water Quality Trend Assessment
",Hydromodification; Other NPS Pollution,NOT APPLICABLE (NA),"$70,558 ",No,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,2,Little Susitna Hydrocarbon Evaluation,No,"Assessments for Compliance with Water Quality Standards
Water Quality Problem Identification
Biological Monitoring
",Hydromodification; Marinas and Recreational Boating,NOT APPLICABLE (NA),"$75,428 ",No,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,3,Stormwater Collection-Sediment Separators,No,"Stormwater Discharge Design/ Control
",Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,000 ",No,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,4,Granite Creek Recovery and TMDL Implementation,No,"BMP Design/Implementation
BMP Performance Assessment
Sediment Control
Erosion Control Projects
Local (Specific Target) Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Ordinance Development
Enforcement Activities
TMDLs
Assessments for Compliance with Water Quality Standards
Riparian Assessment/ Monitoring
Water Quality Trend Assessment
BMP Effectiveness Monitoring
",Hydromodification; Resource Extraction,Implementing a TMDL,"$21,050 ",Yes,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,7,Surface Water Monitoring of Goldstream Creek for the Development of TMDLs,No,"Sediment Control
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
TMDL Assessments
Water Quality Problem Identification
",Hydromodification; Resource Extraction,Developing a TMDL,"$33,000 ",No,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,8,Kenai River Watershed Water Quality Monitoring ,No,"Other Planning
Watershed Planning
Assessments for Compliance with Water Quality Standards
Water Quality Trend Assessment
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Watershed Assessments
",Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$20,000 ",No,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,9,Turbidity Monitoring on the Lower Kenai,No,"Watershed Management Planning
Assessments for Compliance with Water Quality Standards
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
",Hydromodification; Marinas and Recreational Boating; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$34,826 ",No,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,10,Cottonwood Creek Outreach,No,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Program Development Activities
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$5,000 ",No,,Did start on 07/01/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,11,Mat-Su Stormwater Assessment,No,"Stormwater Discharge Design/ Control
Assessments for Compliance with Water Quality Standards
",Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$40,000 ",No,,Did start on 09/09/2010,Completed on 06/30/2011
AK,2010,96079702,AK DEPT OF ENVIRON CONSERV,12,"Fecal Colifrom Bacteria Source Assessment in the waters of Cottonwood Creek, Wasilla and Little Campbell Creek, Anchorage",No,"Sediment Control
Water Quality Problem Identification
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,326 ",No,,Did start on 07/01/2010,Completed on 12/31/2010
