State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,34,Anchorage Citizens' Environmental Program,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$78,479 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,35,Granite Creek TMDL Implementation Phase II,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,Implementing a TMDL,"$16,345 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,36,Cottonwood Creek TMDL Development - Residue,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,Developing a TMDL,"$14,155 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,37,Swan Lake Watershed Recovery,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$59,933 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,38,Chena Slough Water Quality Monitoring,No,"Other Restoration/Protection/Prevention
",All Sources; Construction; Historical Pollutants; Hydromodification; Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Other NPS Pollution; Silviculture; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$39,387 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,39,Mendenhall Watershed Partnership FY04,No,"Other Restoration/Protection/Prevention
",Construction; Hydromodification; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$79,148 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,40,Pullen Creek Assessment Project,No,"TMDL Assessments
",All Sources; Historical Pollutants; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$36,944 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,41,Cottonwood Creek TMDL,No,"TMDLs
",Construction; Hydromodification; Land Disposal/Storage/Treatment; Resource Extraction; Urban Runoff/Stormwater,Implementing a TMDL,"$9,722 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,42,Lower Kenai River Outreach and Monitoring,No,"Riparian Assessment/ Monitoring
",Land Disposal/Storage/Treatment; Marinas and Recreational Boating,NOT APPLICABLE (NA),"$10,426 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,43,SAYC Stream Restoration Program-Vanderbilt Creek,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$3,355 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,44,Continued Habitat Baseline Assessment for the Copper River Watershed,No,"Riparian Assessment/ Monitoring
",Construction; Historical Pollutants; Hydromodification; Land Disposal/Storage/Treatment; Other NPS Pollution; Resource Extraction; Silviculture; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$3,350 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,45,Protecting Lower Kenai Peninsula Salmon Streams,No,"Riparian Assessment/ Monitoring
",Construction; Hydromodification; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$16,460 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,46,Real-Time Water Quality Monitoring in the Anchor River Watershed,No,"Riparian Assessment/ Monitoring
",Construction; Other NPS Pollution; Resource Extraction; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$6,000 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,47,Hydrologic Monitoring and Evaluation of Shaw Creek,No,"Riparian Assessment/ Monitoring
",Construction; Hydromodification; Land Disposal/Storage/Treatment; Other NPS Pollution; Resource Extraction; Silviculture; Turf Management,NOT APPLICABLE (NA),"$20,580 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,59,ACWA Decision Tree Waterbody Ranking,Yes,"Program Development Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$49,949 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,60,ADEC Water Quality Standards Residues Criteria and Zone of Deposit Review,No,"Other Water Quality Assessment /Monitoring
",Historical Pollutants; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$14,745 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,61,Ward Cove Dissolved Oxygen Evaluation,No,"Other Water Quality Assessment /Monitoring
",Historical Pollutants,NOT APPLICABLE (NA),"$24,899 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,62,Ketchikan and Southeast Alaska Salmon Waters and Utilization Studies Contracts Coordinator,No,"Other Water Quality Assessment /Monitoring
",Other NPS Pollution,NOT APPLICABLE (NA),"$172,575 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,63,Ship Creek and Chester Creek TMDLs,No,"TMDLs
",Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,Implementing a TMDL,"$14,965 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AK,2003,99098704,ADEC - AK DEPT OF ENVIRON CONSERV,64,Kenai River Hydrocarbon Assessment,No,"Other Water Quality Assessment /Monitoring
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$96,728 ",No,,Did start on 07/01/2003,Completed on 06/30/2004
AL,2003,99469903,AL DEPT OF ENVIRONMENTAL MANAGEMENT,1,Administration and Management of the Alabama FY2003 Clean Water Act Section 319 Nonpoint Source Base Grant,Yes,"Statewide Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Program Development Activities
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Watershed Assessments
",Agriculture; All Sources,NOT APPLICABLE (NA),"$887,416 ",No,Completed,Did start on 10/01/2002,Completed on 09/30/2003
AL,2003,99469903,AL DEPT OF ENVIRONMENTAL MANAGEMENT,2,Annual Alabama Nonpoint Source Cooperator's Conference,Yes,"Statewide Education/Information Programs
",Agriculture; All Sources,NOT APPLICABLE (NA),"$17,000 ",No,Completed,Did start on 10/01/2002,Completed on 09/30/2003
AL,2003,99469903,AL DEPT OF ENVIRONMENTAL MANAGEMENT,3,Coastal Zone Nonpoint Source Management Program Approval and Implementation,No,"Statewide Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Program Development Activities
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Watershed Assessments
",Agriculture; All Sources,NOT APPLICABLE (NA),"$50,000 ",No,On Schedule,Did start on 10/01/2002,Completed on 07/30/2009
AL,2003,99469903,AL DEPT OF ENVIRONMENTAL MANAGEMENT,4,Rotational River Basin Approach: Surface Water Quality Assessment of the Tennessee River Basin,Yes,"Statewide Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Program Development Activities
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Watershed Assessments
",Agriculture; All Sources,Developing a TMDL,"$234,600 ",No,Completed,Did start on 10/01/2002,Completed on 10/01/2005
AL,2003,99469903,AL DEPT OF ENVIRONMENTAL MANAGEMENT,5,Tributary Embayment Water Quality Assessment of the Tennessee River Basin and Water Quality Assessment of Alabama Resevoirs for Nutrient Criteria and Total Maximum Daily Load Development,Yes,"Statewide Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Program Development Activities
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Watershed Assessments
",Agriculture; All Sources,Developing a TMDL,"$197,800 ",No,Completed,Did start on 10/01/2002,Completed on 10/01/2005
AL,2003,99469903,AL DEPT OF ENVIRONMENTAL MANAGEMENT,6,Alabama Water Watch,Yes,"Statewide Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Program Development Activities
Watershed Modeling - General Usage
Geographic Information Systems
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Watershed Assessments
",All Sources; Other NPS Pollution,NOT APPLICABLE (NA),"$190,838 ",No,Completed,Did start on 12/29/2003,Completed on 10/31/2006
AL,2003,99469903,AL DEPT OF ENVIRONMENTAL MANAGEMENT,7,Clean Water Partnership Facilitation: A River Basin Management Approach,Yes,"Corrective Action (other than BMP implementation)
Statewide Education/Information Programs
Technical Assistance to State/Local
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Technology Transfer to State/ Local Government
Other Technical Assistance Activity
Program Development Activities
Watershed Modeling - General Usage
Geographic Information Systems
Develop/ Revise Basin Plans larger than 8 digit HUC code
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Watershed Assessments
",Agriculture; All Sources,NOT APPLICABLE (NA),"$197,310 ",No,On Schedule,Did start on 11/17/2003,Completed on 11/17/2005
