State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,1,Improving Water Quality in Anchorage's Waterbodies,No,"BMP Effectiveness Monitoring
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$50,000 ",No,Completed,Did start on 07/21/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,2,Clean Boating in the Susitna Valley and Cook Inlet,No,"Education/Information
",Marinas and Recreational Boating,Implementing a TMDL,"$37,612 ",No,,Did start on 07/14/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,3,Monitoring Stormwater Discharges in Cordova,No,"Education/Information
Water Quality Assessment/Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$15,900 ",No,,Did start on 07/21/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,4,Jordan Creek Rain Garden and Snow Barrier Fence,No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$29,300 ",No,,Did start on 07/31/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,5,Fairbanks Complete Streets Construction,No,"BMP Design
BMP Implementation
Education/Information
Other Planning
Other Restoration/Protection
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$19,525 ",No,,Did start on 07/21/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,6,Project Green Map,No,"Education/Information
GIS/Modeling
Watershed Planning
Other Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$5,256 ",No,,Did start on 07/21/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,7,Sawmill Creek Low Impact Development Demonstration,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$18,432 ",No,Completed,Did start on 08/20/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,8,State NPS Staff Time,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
Other
",Other NPS Pollution,NOT APPLICABLE (NA),"$449,820 ",No,,Did start on 07/01/2015,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,9,Clean Boating on the Salcha,No,"Education/Information
",Hydromodification; Marinas and Recreational Boating,NOT APPLICABLE (NA),"$6,747 ",No,,Did start on 03/01/2016,Completed on 06/30/2016
AK,2015,00J84602,ADEC - AK DEPT OF ENVIRON CONSERV,10,Stormwater Analysis on Cottonwood Creek,No,"GIS/Modeling
Other Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$15,000 ",No,Completed,Did start on 03/31/2016,Completed on 06/30/2016
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,1,Administration and Management of Alabama’s FY2016 Clean Water Act Section 319 Nonpoint Source Program Funds,Yes,"BMP Design
NPS Grants Administration
Technical Assistance/Technology Transfer
Development of WBPs or Acceptable Alternatives
Implementing a Statewide Program (Regulatory or Non-Regulatory)
319(h) National Monitoring Project
NPS State Staff Activities
Education/Information
GIS/Modeling
Watershed Planning
Monitoring Design
",Agriculture; Construction; Hydromodification; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$786,252 ",No,Completed,Did start on 10/01/2015,Will be Completed On 09/30/2021
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,2,Statewide Surface Water Quality Monitoring of Priority Wadeable Streams and Rivers,Yes,"Water Quality Assessment/Monitoring
",Agriculture; Hydromodification; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$357,579 ",No,Completed,Did start on 10/01/2015,Will be Completed On 09/30/2021
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,3,"Surface Water Quality Assessment of Rivers, Reservoirs and Tributary Embayments on a Statewide Rotation",Yes,"Water Quality Assessment/Monitoring
",Agriculture; Hydromodification; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$181,419 ",No,Completed,Did start on 10/01/2015,Will be Completed On 09/30/2021
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,4,Alabama Coastal Nonpoint Pollution Control Program (Phase III: Coastal Alabama Onsite Septage Inspection Project),No,"BMP Implementation
Education/Information
Other Planning
",Hydromodification; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",No,Completed,Did start on 08/15/2018,Will be Completed On 09/10/2020
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,5,The Alabama Clean Water Partnership: A Holistic Management Approach to Protecting and Restoring Watershed Health and Improving Water Quality,Yes,"Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),$0 ,No,Discontinued,Will start on 10/01/2019,Will be Completed On 09/30/2020
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,6,D’Olive Creek Sub-Watershed Management Project at Stream Segments DAF-1 and DAF-1A,No,"BMP Implementation
",Hydromodification,Developing a TMDL,"$197,956 ",Yes,Completed,Will start on 09/30/2018,Will be Completed On 09/30/2020
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,7,Moores Creek Watershed Management Project - Phase 2,No,"BMP Implementation
",Hydromodification,Developing a TMDL,"$295,953 ",Yes,Completed,Will start on 02/22/2018,Will be Completed On 09/30/2020
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,8,Upper and Lower Flint River Watersheds Management Plan Implementation Project,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$143,543 ",Yes,Completed,Did start on 11/09/2016,Will be Completed On 11/09/2018
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,9,Shoal and Swan Creek Watershed Restoration Project,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$125,940 ",Yes,Discontinued,Did start on 11/10/2016,Will be Completed On 11/10/2018
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,10,West Flint Creek Watershed Restoration Project – Phase 3,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$269,693 ",Yes,Completed,Will start on 07/21/2017,Will be Completed On 01/21/2020
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,Bioinfiltration Swale Implementation on USA Campus Meisler Commons in the Upper Three Mile Creek Watershed,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$33,774 ",Yes,Completed,Did start on 09/30/2018,Will be Completed On 09/30/2020
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,12,"Implementation of the Watershed Management Plan for D’Olive Creek, Tiawasee Creek, and Joe’s Branch Watershed  – Modification to the transition between step pool stormwater conveyance and restored tributary JB",No,"BMP Implementation
",Hydromodification,Developing a TMDL implementation plan(s),"$77,050 ",Yes,Completed,Did start on 08/30/2016,Will be Completed On 09/30/2020
AL,2015,96464616,AL DEPT OF ENVIRONMENTAL MANAGEMENT,13,Swan and French Mill Creek Watershed Restoration Project,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$36,457 ",Yes,Discontinued,Will start on 03/21/2019,Will be Completed On 02/12/2020
