State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,48,Identification of Sediment Sources in Little Campbell Creek,No,"Sediment Control
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,615 ",Yes,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,49,Climate Change and Human Influences on Lower Kenai,No,"Other Restoration/Protection/Prevention
",Other NPS Pollution,NOT APPLICABLE (NA),"$67,400 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,50,Lower Nushagak River Fecal Coliform and Water Quality Assessment,No,"Other Restoration/Protection/Prevention
",Silviculture,NOT APPLICABLE (NA),"$29,001 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,51,Scoop The Poop,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$22,873 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,52,Partnership Monitoring of the Kenai River Watershed,No,"Other Restoration/Protection/Prevention
",Construction; Hydromodification; Marinas and Recreational Boating; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$57,725 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,53,Lemon Creek Evaluation and Recovery Plan,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$13,198 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,54,Jordan Creek Monitoring and Recovery Strategy,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$34,925 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,55,Duck Creek Watershed Monitoring and Recovery Strategy,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$24,998 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,56,Vanderbilt Creek Evaluation and Recovery plan,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$9,831 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,57,Development of GIS Database and Maps for 4 Mat-Su Waters,No,"Other Restoration/Protection/Prevention
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$16,930 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
AK,2006,96032801,AK DEPT OF ENVIRON CONSERV,58,Little Susitna River - An Ecological Assessment,No,"Other Restoration/Protection/Prevention
",Marinas and Recreational Boating; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$49,715 ",No,,Did start on 07/01/2006,Completed on 06/30/2007
