State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,1,Administration and Management of the Alabama FY13 Clean Water Act Section 319 Nonpoint Source Program Implementation Grant,Yes,"Corrective Action (other than BMP implementation)
Wetland Restoration/Protection
Statewide Education/Information Programs
Technical Assistance to State/Local
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Technology Transfer to State/ Local Government
Other Technical Assistance Activity
Program Development Activities
Inspection Activities
Stormwater Management Planning
Watershed Modeling - General Usage
Other Planning
Water Quality Problem Identification
Local (Specific Target) Education/Information Programs
",Agriculture; Animal Feeding Operations; Construction; Hydromodification; Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$563,955 ",No,Completed,Did start on 10/01/2013,Will be Completed On 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,2,5 -Year Rotational River Basin Monitoring Approach: Surface Water Quality of Wadeable Streams and Rivers in the Tennessee River Basin,Yes,"Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
Wetland Assessment/ Monitoring
Riparian Assessment/ Monitoring
TMDL Assessments
Water Quality Trend Assessment
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
BMP Effectiveness Monitoring
Biological Monitoring
Watershed Assessments
",Agriculture; All Sources; Construction; Historical Pollutants; Hydromodification; Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Other NPS Pollution; Resource Extraction; Silviculture; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$129,373 ",No,Completed,Did start on 10/01/2013,Will be Completed On 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,3,Surface Water Quality Assessment of the Tributary Embayments of the Tennessee River Basin,Yes,"Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
Wetland Assessment/ Monitoring
Riparian Assessment/ Monitoring
TMDL Assessments
Water Quality Trend Assessment
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
BMP Effectiveness Monitoring
Biological Monitoring
Watershed Assessments
",Agriculture; Construction; Hydromodification; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$147,847 ",No,Completed,Did start on 10/01/2013,Will be Completed On 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,4,Coastal Alabama Water Quality: Long Term Ecological and Watershed-based Health Trends and Conditions ,Yes,"Other Water Quality Assessment /Monitoring
",Agriculture; Construction; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$108,825 ",No,Completed,Did start on 10/01/2013,Will be Completed On 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,5,Administration and Management of the Alabama FY13 Clean Water Act Section 319 Watershed Project Implementation Grant,Yes,"Statewide Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Watershed Management Planning
",All Sources,NOT APPLICABLE (NA),"$253,267 ",No,Completed,Did start on 10/01/2013,Will be Completed On 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,7,The Alabama Clean Water Partnership: A Holistic Pollution Management Approach to Protecting Watershed Health and Improving Water Quality ,Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$315,236 ",No,Completed,Did start on 11/01/2013,Completed on 04/13/2015
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,8,French Mill Creek Watershed Restoration Project ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$226,000 ",Yes,Completed,Did start on 01/13/2014,Completed on 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,9,Harris Creek Watershed Restoration Project - Phase 2,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$184,955 ",Yes,Completed,Did start on 11/19/2013,Completed on 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,10,West Flint Creek - Phase 2,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$207,263 ",Yes,Completed,Did start on 09/11/2014,Will be Completed On 09/30/2017
AL,2012,96464613,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,Coordination of Watershed-based Management Plan and Alabama Coastal Nonpoint Pollution Control Program Implementation ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$91,100 ",Yes,Completed,Did start on 09/11/2014,Will be Completed On 12/15/2016
