State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,1,Cook Inletkeeper - Cook Inlet Stream Temperature Monitoring Network,No,"Water Quality Trend Assessment
",Hydromodification; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$65,715 ",No,,Did start on 07/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,2,Cook Inletkeeper - Clean Boating on Big Lake,No,"Local (Specific Target) Education/Information Programs
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$4,697 ",No,,Did start on 07/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,3,Tanana Valley Watershed Association - Water Quality Sampling in Three Waterbodies,No,"TMDL Assessments
",Historical Pollutants; Hydromodification; Other NPS Pollution; Urban Runoff/Stormwater,Developing a TMDL,"$7,547 ",No,,Did start on 07/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,4,UAF - Surface Monitoring of Goldstream Creek for the Development of TMDLs,No,"TMDL Assessments
",Historical Pollutants; Other NPS Pollution; Resource Extraction; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$36,000 ",No,,Did start on 07/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,5,Kenai Watershed Forum - Kenai River Watershed Monitoring,No,"Water Quality Trend Assessment
Water Quality Problem Identification
Watershed Assessments
",Construction; Historical Pollutants; Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$28,272 ",No,,Did start on 08/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,6,ARRI - Little Susitna River Data Analysis and Presentation ,No,"Technical Assistance to State/Local
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$22,000 ",No,,Did start on 07/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,7,"ARRI - Lower Ship Creek: QAPP Development, Sampling Plan, and WQ Monitoring as related to Petroleum Hydrocarbon Pollution",No,"Other Water Quality Assessment /Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$30,790 ",No,,Did start on 07/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,8,Taiya Inlet -Pullen Creek Stormwater BMP Manual and Outreach,No,"BMP Design/Implementation
Local (Specific Target) Education/Information Programs
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$9,800 ",No,,Did start on 10/25/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,9,Oasis-City of Kenai Fish Waste Management Plan,No,"Fisheries Projects
",Other NPS Pollution,NOT APPLICABLE (NA),"$19,978 ",No,,Did start on 10/25/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,10,Tetra Tech-Evaluation of Key Elements and Options for Antidegradation Policy Implemetation Guidance,Yes,"Program Development Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$92,110 ",No,,Did start on 10/05/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,11,Blanket NTP/Laboratory Analysis - SGS - Goldstream Turbidity Monitoring,No,"Assessments for Compliance with Water Quality Standards
",Resource Extraction,NOT APPLICABLE (NA),$255 ,No,,Did start on 07/01/2011,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,12,Analytica - Chena Slough Sampling,No,"Assessments for Compliance with Water Quality Standards
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$1,472 ",No,,Did start on 06/08/2012,Completed on 06/30/2012
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,13,Clean Boating on Big Lake and the Little Susitna River,No,"Local (Specific Target) Education/Information Programs
Other Technical Assistance Activity
",Marinas and Recreational Boating; Other NPS Pollution,Developing a TMDL implementation plan(s),"$40,178 ",No,,Did start on 07/01/2013,Completed on 06/30/2014
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,14,Evaluate Scoop the Poop Stations in Anchorage,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,Implementing a TMDL,"$44,200 ",No,,Did start on 07/01/2013,Completed on 06/30/2014
AK,2011,00J39101,AK DEPT OF ENVIRON CONSERV,15,Ketchikan Creeks: Stormwater Quality Assessment,No,"Other Water Quality Assessment /Monitoring
Biological Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$62,056 ",No,,Did start on 07/01/2013,Completed on 06/30/2014
