State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,1,Big Lake Management Plan Revision,No,"Watershed Management Planning
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$5,446 ",No,,Did start on 07/01/2014,Completed on 12/31/2014
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,2,Snow Removal Management in the Haines Borough,No,"Watershed Management Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$17,000 ",No,Completed,Did start on 07/01/2014,Completed on 06/30/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,3,Pullen Creek Rain Garden and Outreach,No,"BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$18,400 ",No,,Did start on 07/01/2014,Completed on 06/30/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,4,Clean Boating in the Susitna Valley,No,"Local (Specific Target) Education/Information Programs
Other Planning
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$54,950 ",No,,Did start on 07/01/2014,Completed on 06/30/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,5,Willow Creek Water Quality and Habitat Assessment,No,"Assessments for Compliance with Water Quality Standards
Biological Monitoring
",Hydromodification; Land Disposal/Storage/Treatment; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$48,100 ",No,,Did start on 07/01/2014,Completed on 06/30/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,6,Cottonwood Creek Septic Smart,No,"Local (Specific Target) Education/Information Programs
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$23,450 ",No,,Did start on 07/01/2014,Completed on 06/30/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,8,Chena River Awareness Campaign,No,"Local (Specific Target) Education/Information Programs
Stormwater Management Planning
Watershed Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$12,000 ",No,,Did start on 07/01/2014,Completed on 06/30/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,9,Fairbanks Complete Streets Best Management Practices,No,"BMP Design/Implementation
Stormwater Discharge Design/ Control
Erosion Control Projects
BMP Design
Local (Specific Target) Education/Information Programs
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$11,392 ",No,,Did start on 07/01/2014,Completed on 03/31/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,10,Kenai River Watershed Baseline Assessment,No,"Watershed Planning
Assessments for Compliance with Water Quality Standards
Water Quality Trend Assessment
Water Quality Problem Identification
",Construction; Hydromodification; Land Disposal/Storage/Treatment; Marinas and Recreational Boating; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$29,838 ",No,,Did start on 07/01/2014,Completed on 06/30/2015
AK,2014,00J84601,AK DEPT OF ENVIRON CONSERV,11,Matanuska River Debris Assessment,No,"Other Restoration/Protection/Prevention
Geographic Information Systems
Other Planning
",Historical Pollutants; Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$15,960 ",No,,Did start on 07/01/2014,Completed on 06/30/2015
