"state","SLRW_Trend_Estimate","SLR_Trend_Estimate","diff_slrw_slr","sign_switch_slrw_slr","SLRW_Intercept_Estimate","SLR_Intercept_Estimate","SLRW_Trend_Error","SLR_Trend_Error"
"AL",34.7366292603752,33.2775,1.459129,FALSE,442.55333966155,390.6875,12.9731370106493,13.2172778066131
"AR",-7.15949043548693,16.404,23.56349,TRUE,683.459278207169,643.4,12.744523982192,19.5109981493809
"AZ",16.0173109531986,27.9259593679458,11.908648,FALSE,884.156788208999,846.704288939051,16.5555469376573,32.6656349855534
"CO",-11.076164865729,7.09015697921087,18.166322,TRUE,446.927619520292,655.663767501061,13.3722874989328,27.3018253329863
"CT",-27.7839836758681,-17.8643109540636,9.919673,FALSE,666.310967482942,517.070671378092,13.0113361889328,16.5095914408661
"DE",-84.8840433975671,-9.44444444444443,75.439599,FALSE,2663.50741390218,2461.92592592593,76.6307233017253,80.4714192138306
"FL",32.5028136923759,-19.2348993288591,51.737713,TRUE,828.660483102805,1490.17953020134,57.1470909669443,40.1739789460565
"GA",6.83779220236476,22.9146401985112,16.076848,FALSE,820.520331758971,608.301075268817,44.8769095901348,18.5971988376887
"IA",76.2644338743985,-74.0440422322776,150.308476,TRUE,903.314914885404,2354.17094017094,70.7501691906905,45.6579056332017
"ID",-22.0219164595704,-19.5468936170213,2.475023,FALSE,654.479060349614,732.867744680851,7.27091035687596,29.1541341096815
"IL",-106.786787587617,-64.9734693877552,41.813318,FALSE,1697.50274902511,1507.16326530612,29.5388581532092,34.5102461928318
"IN",34.5947339885062,35.9702366722448,1.375503,FALSE,795.557140043337,811.955175711212,4.87947804345145,15.2814025170179
"KS",80.0560898206586,45.7016393442623,34.35445,FALSE,902.878056174046,903.04918032787,6.84846464076097,27.1393529248329
"KY",4.52713133205143,6.90909090909092,2.38196,FALSE,775.424844635659,675.013368983957,26.5008374423351,28.8055588039113
"LA",-1.87109560542621,-6.46875000000003,4.597654,FALSE,1106.34682895226,1284.09375,77.8764396692246,54.9196026069882
"MA",73.2349553572201,-14.5786069651741,87.813562,TRUE,200.105038423079,562.432835820895,45.409033318879,28.3760965713655
"MD",-17.5064857148059,-77.8428571428572,60.336371,FALSE,1729.39647055452,1741.05714285714,15.4436142903208,68.1155224026922
"ME",13.3776144354914,11.3573480662983,2.020266,FALSE,334.225778448904,297.874033149172,7.4210761855929,5.4064458343502
"MI",18.1921381533039,16.156781151096,2.035357,FALSE,644.320976029454,625.26309928496,0.197286481024336,10.2221781170828
"MN",-2.47469119885944,-39.54375,37.069059,FALSE,1049.56394104353,1642.55907258064,10.1003392372132,38.7718993206798
"MO",5.35358154676422,13.8912018853103,8.53762,FALSE,934.780195555706,767.082089552239,19.8107987947747,16.2565423500239
"MS",-15.3564680311266,-29.3875984251969,14.03113,FALSE,1140.38487224102,1022.42125984252,107.874409615292,45.9236574088528
"MT",95.1159400355301,-28.0833644859812,123.199305,TRUE,799.871132976297,1604.53271028037,121.12800819903,68.7475811612976
"NC",74.8609420950247,28.2473333333334,46.613609,FALSE,280.353337126532,439.183333333333,24.7948087647311,16.6742589126388
"ND",41.5370941081718,-20.8355762026075,62.37267,TRUE,2830.10691865094,3490.44912333283,159.325518918119,40.5587098835966
"NE",-76.0475113119151,-104.751219512195,28.703708,FALSE,3950.1979413248,4570.12682926829,359.618709638883,165.92802176832
"NH",2.43015996275966,9.29898053753476,6.868821,FALSE,274.601880302959,250.867469879518,9.22408471778126,4.41037437179379
"NJ",0.562907956197955,-17.4344322344322,17.99734,TRUE,680.245117029288,849.492063492063,30.4121820718494,22.3965055966197
"NM",-20.2434629791025,-11.015892053973,9.227571,FALSE,613.542476155478,699.983508245877,14.1850433873379,20.4774124525163
"NV",-15.4424256889843,-13.1221719457014,2.320254,FALSE,801.955601911617,791.74358974359,14.9417375288881,13.5955018223448
"NY",5.77221638035908,-2.13444676409186,7.906663,TRUE,344.288502412193,348.933194154489,12.0598345137503,5.19909958955444
"OH",64.5767226669431,35.2839924670433,29.29273,FALSE,912.73106355477,1214.0593220339,25.0394087499273,42.6123744561118
"OK",50.7376453855354,30.4164902280131,20.321155,FALSE,1367.12892356529,963.925081433224,174.699143109625,18.7797859084193
"OR",-51.2321580558266,-12.4523407482305,38.779817,FALSE,807.111936809983,650.594160768453,26.6363245605863,18.7388956446544
"PA",5.08300755143273,16.5286930395593,11.445685,FALSE,611.28824619592,560.164747120681,10.5870318363832,10.8895935647551
"RI",30.9079554721492,24.8021798365123,6.105776,FALSE,316.584266564517,308.839237057221,8.72234331728175,5.81143104537294
"SC",23.6961374473572,7.60992366412214,16.086214,FALSE,465.320712556315,427.477099236641,7.53617773186689,14.0605349915051
"SD",-225.791068982242,-62.2559179186515,163.535151,FALSE,4259.53653555423,3815.52235251008,160.618422011538,130.507822252979
"TN",10.764665653138,59.8400497512438,49.075384,FALSE,1144.89357188642,865.405472636816,38.9838642016177,36.5192834109215
"TX",13.4370351362056,14.7725016436555,1.335467,FALSE,973.544092950774,957.490138067062,1.15563664533746,16.5450117905752
"UT",36.3549893282872,20.008024691358,16.346965,FALSE,445.505380959655,498.481481481482,6.06696232159166,17.7790773504023
"VA",28.5891220634958,39.5657239341495,10.976602,FALSE,575.529986999866,536.126213592233,20.6097088023103,17.6983980328159
"VT",0.61655119158385,-0.450578034682088,1.067129,TRUE,259.640362995283,276.563583815029,5.97947354037418,4.5664598901186
"WA",2.43116858403013,8.00352209944751,5.572354,FALSE,415.321442338987,533.664364640884,9.08280045036295,12.0628184087587
"WI",0.899773309827864,-10.9130382049727,11.812812,TRUE,801.567842121509,928.333171619163,7.9850753434579,24.4658047177195
"WV",-4.35372336279377,-2.99272727272727,1.360996,FALSE,407.045775415043,378.654545454545,9.74021000498366,10.4157825431959
"WY",3.66613098710005,13.1848837209302,9.518753,FALSE,422.227011597751,405.40988372093,21.7910724317498,19.2709118852516
